adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/tWT021DCKlaCHehNEH4kUOy1bSV.jpg,"[18, 10749]",1019871,sl,Kaj ti je deklica,16-year-old Lucia joins the Catholic school choir where she befriends senior Ana-Maria. During a choir retreat Lucia's attraction to a restoration worker creates tension with Ana-Maria and challenges her faith.,0.9643,/etH5TJk18eua1i4xke8E2rYEpqB.jpg,2025-08-29,Little Trouble Girls,False,6.6,12
False,/ax43LaqoYDbtupKxlyI9FOGrVoQ.jpg,[18],1316398,et,Meie Erika,"The inspiring journey of Estonian track bicycle racer Erika Salumäe, as she navigates the pressures of fame, personal sacrifice, and national pride, redefining resilience in the pursuit of her Olympic dreams.",0.7384,/4FxttUSx1EVWlI26naNsjT8GYBz.jpg,2026-02-13,Our Erika,False,0.0,0
False,,[18],1563588,es,Hangar Rojo,"Chile, 1973. The military coup will force Jorge Silva, an Air Force captain, to face the unfolding horror. Inside a military base, he must choose between becoming part of the repression or helping those fighting to stay alive.",0.7814,/ew6wIffrirmWAu37Ae8CPeobt4.jpg,2026-02-13,The Red Hangar,False,0.0,0
False,/9UJDSMHKN1ENK9sOYf1iDghCgxo.jpg,"[16, 10751]",1594694,en,Lydia and the Mist Rider,"When her older brother Thaddeus is mysteriously kidnapped by the Spellbinder, 11-year-old Lydia sets off to find him in the Misty Sea. Picked up by the crew of a flying ship, the Dolphin, Lydia becomes the apprentice of Ambrosia, a Stargazer. Ambrosia is trying to find other children who have disappeared, including her own son. Determined to solve the mystery, Lydia must learn stargazing magic and ready herself to confront the Spellbinder.",0.8301,/qkrv6Eqq33eVzorc7LNacjwPUPv.jpg,2026-02-26,Lydia and the Mist Rider,False,0.0,0
False,,"[12, 16, 10751]",677558,en,The Last Whale Singer,"When a monstrous creature escapes from a melting iceberg, a self-doubting teenage humpback whale must face his greatest fears and dive into the darkest depths with his friends, to discover the mystical song that can save the oceans from destruction.",0.8792,/pRLjnxFviHmzP8RvWq0PlLeQnc6.jpg,2026-02-12,The Last Whale Singer,False,0.0,0
False,/AgRBS93Zwwor6zPll0OBNKSc3Sk.jpg,"[36, 18, 10752, 12]",1309400,fr,Les Enfants de la Résistance,"During the German occupation of World War II, François, Eusèbe, and Lisa, three courageous children, embark on a secret adventure: resisting the Nazis in the heart of France. Through sabotage, hidden messages, and perilous escapes, they carry out clandestine actions right under the enemy's nose. Daring and friendship are their only weapons in the fight against injustice.",0.6008,/imsxGd3NaNzdOSZuRCUxDSOU9zU.jpg,2026-02-11,The Children of the Resistance,False,0.0,0
False,/be9cyEkLXNofpP5gNPAQYhbQGn7.jpg,"[35, 14, 10749]",1355496,en,By Design,"A woman swaps bodies with a chair, and everyone likes her better as a chair.",1.1445,/bF111LXMTw7gZfxC7zxvFkOEKd3.jpg,2026-02-13,By Design,False,0.0,0
False,/36xmdXPsiygSI6IBUcogOQ0KgK8.jpg,"[18, 10402]",1246211,ar,في حب تودا,"Touda is a Sheikha, a traditional Moroccan singer. Performing in the bars of her provincial town under the gaze of men, she plans to leave for the lights of Casablanca in search of recognition and to ensure a better future for her deaf-mute son.",0.9653,/gVzge34J0nQEZtekqHKDZmPaGQJ.jpg,2024-12-18,Everybody Loves Touda,False,6.3,20
False,,[27],1127091,id,Waru,"Adrian's career as a businessman who tries his hand at politics is going well, but the situation at home is inversely proportional. His wife was locked up in the basement because of a mental disorder. His son is in a coma after being involved in a mysterious tragedy which resulted in the loss of other people's lives. As if that wasn't terrible enough, his family begins to be terrorized by a female ghost. The tragedy brings Adrian to flashbacks of the past. Long before achieving success, his life had suffered greatly. When almost giving up, a help appears. Connecting it to a sacred hibiscus tree which apparently did not give all success to Adrian for nothing. Is the destruction of his family a fair price for what Adrian has achieved? Or is there another secret that hasn't been uncovered from his past?",0.5838,/gBqGMMWdMthsCHO6hvBKAZUvnzI.jpg,2026-02-12,Waru,False,0.0,0
False,/eprseNQDNyxQgsWHGEbJ78fdE4y.jpg,"[18, 10749]",1612251,en,Until She Remembers,"It's a poignant story of selflessness, sacrifice, and the quiet, enduring meaning of love.",0.834,/maTj2fzxO8cyDbyNRbY1UpeOuTS.jpg,2026-02-25,Until She Remembers,False,0.0,0
False,,[99],1587994,da,Christiania,"What happens when you let 800 people create their own alternative society in the middle of Copenhagen? In 1971, that's how many people occupied abandoned barracks in Copenhagen, Denmark, forming Christiania, an alternative society.",0.9084,/iiRV2Ks6eV0PHAUyO7SET1BAp7f.jpg,2026-02-19,Christiania,False,0.0,0
False,/g1VeHO3730AL9AammAfXJWYus9v.jpg,"[18, 10749]",1576203,id,Ahlan Singapore,"Aisyah, an Indonesian student in Singapore brimming with dreams yet guarding her heart behind the wounds of her childhood, is unexpectedly drawn by fate to Liam, an older student whose warmth is wrapped in mystery and shadowed by unspoken sorrow. Their encounter in the Lion City slowly awakens a fragile hope, as if two souls that once recognized each other in silence have finally found their path. But just as love begins to weave its possibilities, Aisyah’s childhood friend—a young man who has long loved her in quiet devotion—arrives in Singapore, unsettling the delicate balance between them. The three are soon caught in an unusual love triangle, a swirling tempest of emotion that demands courage to choose and promises heartbreak for the heart left unanswered.",1.0776,/4Kebnj6qffV5tHtyiSoN3c3ruFo.jpg,2026-02-05,Ahlan Singapore,False,0.0,0
False,,"[35, 18]",1447812,sr,Biće novih leta,"In a society where going on holiday is a matter of prestige, one family will do everything they can to maintain their social status, for which they have fought tirelessly for years, by spending ten days locked in their apartment, pretending to be on vacation.",0.3071,/8xt1cSgjQPKtt5iDv1rym1E0vc4.jpg,2026-02-24,The Home Resort,False,0.0,0
False,,"[27, 53, 9648]",1575534,en,The Observance,"After five years in a coma following a fatal car accident, Madison Neubauer wakes to find her home and family in the grip of 'The Observance', a religious cult who will stop at nothing to protect their secrets.",0.6685,/tDC1KDiL7ih6lDTaZBKjOxQOhmo.jpg,2026-02-13,The Observance,False,0.0,0
False,,"[10402, 99]",1624208,ko,엔하이픈 [워크 더 라인 썸머 에디션] 인 시네마,"Experience ENHYPEN WORLD TOUR 'WALK THE LINE' IN JAPAN – SUMMER EDITION on the big screen! From their very first meeting to the global stage they command today, ENHYPEN's journey is one of growth, unity, and connection. Rising to million-seller status within a year, achieving a record-breaking Tokyo Dome debut, earning their first grand prize in 2025, and delivering a headline-making performance at Coachella, the group's success has been shaped by the powerful bond they share with ENGENEs. This concert film captures that bond in full: electrifying live performances, the intensity of rehearsals, candid moments behind the scenes, and the everyday lives of the members as they travel through Japan in the heat of summer. More than a concert, it is a celebration of connection, a line that continues to extend forward, carrying ENHYPEN and ENGENEs toward the future, together.",0.8375,/qdSfaIZpaJ1D5pa9JZZYfDYX3qw.jpg,2026-02-27,ENHYPEN [WALK THE LINE SUMMER EDITION] IN CINEMAS,False,0.0,0
False,/sNGMFyGnr11CyZ81Fa1q7PRyA5q.jpg,"[18, 36]",1292123,en,Mother,"The film follows seven consecutive days at a pivotal moment in Mother Teresa’s life, the period where she decides to leave the Loreto Entally convent in Calcutta and launch her own order.",0.979,/AcDw2c0HlCMb8GHIDu11PC8x8Xv.jpg,2025-12-03,Mother,False,5.0,4
False,/or89P4LOBh450EygOzUffbJ9M07.jpg,"[14, 18]",1411577,ko,넘버원,"Eighteen-year-old Ha-min suddenly begins to see the number ""365"" every time he eats his mother's homemade meal—and the number drops with each bite. Believing it to be a countdown to his mother's death, he distances himself from her and her cooking. Years later, still haunted by the number, Ha-min lives cautiously, preparing for the worst. Just as he begins to find peace with his girlfriend Ryeo-eun, an unexpected truth turns his world upside down…",0.6123,/qg0MKxZtg5CROXqfXBGVZmaxGbK.jpg,2026-02-11,Number One,False,0.0,0
False,/xmiqJzaf3Lt0RxgEDGzi74vOTmj.jpg,"[28, 80, 18]",1426964,pt,Salve Geral: Irmandade,São Paulo is rocked by a wave of violence and a lawyer with connections to the underworld has to make a deal with the police to rescue her kidnapped niece.,0.8125,/mPLRSVh0d7cPB88ZMuGxtmYFi38.jpg,2026-02-11,State of Fear,False,0.0,0
False,/q9ff80fha6CtuABJtkQvx7woJFc.jpg,"[28, 53]",1613798,es,Venganza,"The brutal murder of the wife of “Toro,” a military hero in the special forces, turns him into a man with a single purpose: revenge. After a stroke of fate makes him a millionaire, Carlos transforms his fortune into an arsenal and, together with his closest soldiers, sets out to hunt down those responsible.",0.9253,/8VypPpIvtHfYCeA4iwshnd35vbm.jpg,2026-02-26,Venganza,False,0.0,0
False,/oY4QAs6BGm4Ykxu3PicqXS4QnVr.jpg,[35],1420742,fr,L'infiltrée,"To fulfill his dream of becoming a secret agent, Maxime has to become... Lupita!",0.9572,/kdizbQwU6LwAtWJg9EW4j7kZ0WF.jpg,2026-02-11,L'infiltrée,False,0.0,0
False,/m0d1cSRjQRNy9z0d7fIKv5MPyIs.jpg,"[10402, 10749]",1357366,ta,மென்டல் மனதில்,,0.9187,/2dTbDWYgDkcDJwKpINgrOxDi2yl.jpg,2026-02-13,Mental Manadhil,False,0.0,0
False,,"[18, 878, 12]",1359005,zh,星河入梦,"Set in the near future, the story revolves around the emergence of the virtual dream reality technology ""Good Dreams"",  which allows people to do whatever they desire within their self-created dreams. However, a crisis triggered by these dreams quietly unfolds.",0.8952,/fULsIKIX0F47Fzh759lOjqGOu68.jpg,2026-02-17,Per Aspera Ad Astra,False,0.0,0
False,/7yuHdP85F2ZxhKbSoPgCBT9uJT3.jpg,"[10749, 35]",1515615,en,Kissing Is the Easy Part,Honor student Sean agrees to tutor rebellious Flora for a college recommendation letter. Their growing attraction complicates more than just their academic goals.,0.9112,/d1E887Fl7oOAAz2NwhDM8sowpF8.jpg,2026-02-13,Kissing Is the Easy Part,False,0.0,0
False,/mj8RqQfLPSGxXb8fUXzjFPXJXCK.jpg,[18],1279548,en,At the Sea,"After a long rehabilitation, Laura returns to her family at their beach holiday home where she has to readjust to the complicated life she left behind. Now she is forced to face the following next chapter of her life without the career that gave her fame, fortune and, most importantly, identity.",1.0788,/8tQSsdN56xbrXYLMBm8At16icv3.jpg,2026-02-16,At the Sea,False,0.0,0
False,/hisnORmYmcKBobNGOGJoawihv9d.jpg,"[99, 10402]",1465525,en,The Rose: Come Back to Me,"An intimate documentary chronicling the remarkable journey of The Rose — from their humble beginnings as a South Korean indie band to their rise as a global sensation. Irresistibly magnetic, the film captures the band’s enchanting music and the deep bond between its members.",0.4367,/gpS6TCUd8w5qh3ElbfwGk12Pvti.jpg,2026-02-14,The Rose: Come Back to Me,False,0.0,0
False,,"[878, 12, 28]",1297311,en,Quantum Supremacy,"In the not-so-distant future, a fearless crew aboard a starship patrols the galaxy for threats. But when they stumble upon a planet overtaken by rogue robots, commanded by the singularity, humanity's existence hangs in the balance. Led by Captain Monroe the starship crew races against time to unlock the secrets of the singularity’s past and prevent an AI apocalypse. Will they conquer the singularity, or become its victims in the epic showdown of the future? Welcome to Quantum Supremacy.",0.7928,/oU9td2mvEu04rLGlynziVmNo16b.jpg,2026-02-16,Quantum Supremacy,False,0.0,0
False,/rV4UQHxsfTX2ZRpUxHpORjnAomj.jpg,"[9648, 35, 18]",1470694,nl,Zondag de Negenste,"After years apart, brothers Horst and Franz reunite. Horst is dealing with Alzheimer’s, while Franz is in debt, and sees his brother’s unspent inheritance as the solution to his financial problems. When Horst’s former love Andrea, turns up, old wounds and a buried family mystery come to the surface, forcing them to confront their past.",0.8136,/zH9tRDY1NrpjI5pCbJg3XwORv3V.jpg,2026-02-11,Sunday Ninth,False,0.0,0
False,/hTGFEpQUMqaC5vpTjMejVNvwfF7.jpg,[18],1422117,en,For Worse,"Lauren, a newly divorced, sober mom, feels like she has a new lease on life after joining her first acting class and starting a fling with her hot, young scene partner. However, when they attend their Gen Z classmate's wedding together, things begin to fall apart, and Lauren finds herself behaving like a drunk 25-year-old bridesmaid. Luckily after a disastrous night she stumbles into a new day and a new beginning.",0.7262,/4ZvIRyfGADA3x5RnankHEtTMLE7.jpg,2026-02-27,For Worse,False,0.0,0
False,/5tsdin7ddHvYYXtrzicAzcWl5GJ.jpg,"[99, 10402]",1280476,fr,Il était une fois Michel Legrand,"Michel Legrand, jazz musician and composer extraordinaire, has left his mark on the history of cinema, including the films of Jacques Demy, especially The Umbrellas of Cherbourg, the 60th anniversary of which is being celebrated in Cannes. Using never-before-seen archives and personal accounts, the film looks back on a lifetime dedicated to music, and the career of a man who served it masterfully to the very end.",1.1256,/5dLXFZDqbHZsZ9Yc7yt3KTOlgxs.jpg,2024-12-04,Once Upon a Time Michel Legrand,False,6.5,2
False,,"[18, 35, 878]",1473027,en,Matter of Time,"Charlie Fleck, a 29-year-old aspiring video game designer, is has the opportunity of a lifetime with a time-stopping device given to him by his friend, an eccentric Toy shop owner Gibbs. Challenges ensues, and hardships arise as he navigates world, and pursue his dreams",0.5383,/42FhOpXHh9LyAyqYfvqIKdd3Zv1.jpg,2026-02-27,Matter of Time,False,0.0,0
False,/jYlCDS4ecOJWiPSrhC9ce9KM4Fh.jpg,"[10749, 18, 35]",493900,de,303,Two university students gain insight into life and love as they get to know each other during a road trip across Europe.,0.3464,/4GzC8xdGojbSabzsi2tm1TqEU8R.jpg,2018-12-06,303,False,7.315,146
False,/fuOXmhJcUhLvwTkneCof96If3Wq.jpg,[35],78817,cs,Ecce homo Homolka,"This light comedy finds a Czech taxi driver taking his family on a weekend outing in the country. His wife, daughter-in-law, son and two grandchildren are the passengers who disturb the solitude of two young lovers. While the women attend the horse races, the father sits home getting drunk and watching football. The overweight daughter-in-law is upset because she has blown her chances to become a ballerina. All members of the family are caught up in their own individual problems in this realistically portrayed family comedy",0.2344,/d4Gn0sHILjbv76T25i3hzWYl576.jpg,1970-03-08,Behold Homolka,False,6.4,21
False,/59oQw0wBqaJpPBxKf7uVgE0e7yS.jpg,[18],48139,es,El sur,"A woman recalls her childhood growing up in the North of Spain, focusing on her relationship with her father.",0.7659,/bAyghNTLIwHIxoQOha6kHfwmxS6.jpg,1983-05-19,El Sur,False,7.692,146
